report_id,crew_id,report_date,fatigue_level,samn_perelli_score,notes,category,created_at
2619,52,2026-05-09,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-05-09 12:00:00
2620,52,2026-05-12,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-05-12 16:00:00
2621,52,2026-05-15,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-15 07:30:46
2622,52,2026-05-17,Low,2,"Well rested, good sleep last night.",Pre-Flight,2026-05-17 09:24:26
2623,52,2026-05-20,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-20 23:56:20
2624,52,2026-06-03,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-06-03 00:51:39
2625,52,2026-06-05,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-05 02:44:48
2626,52,2026-06-09,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-06-09 05:24:09
2627,52,2026-06-15,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-06-15 04:56:40
2628,52,2026-06-18,Low,2,"Well rested, good sleep last night.",Layover,2026-06-18 08:00:00
2629,52,2026-06-19,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-06-19 05:28:00
2630,52,2026-06-22,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-22 21:13:18
2631,52,2026-06-25,Low,2,Feeling fully alert and rested.,Pre-Flight,2026-06-25 07:08:33
2632,52,2026-07-03,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-07-03 19:25:53
2633,53,2026-01-08,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-01-08 09:46:00
2634,53,2026-01-10,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-01-10 20:15:00
2635,53,2026-01-14,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-14 23:11:05
2636,53,2026-01-14,Moderate,4,Reduced alertness after multiple sectors.,Layover,2026-01-14 10:00:00
2637,53,2026-01-17,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-01-17 14:56:26
2638,53,2026-01-21,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-21 01:24:04
2639,53,2026-01-26,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-26 01:41:46
2640,53,2026-01-27,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-27 23:43:29
2641,53,2026-01-30,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-01-30 00:59:45
2642,53,2026-02-02,Low,2,"Well rested, good sleep last night.",Layover,2026-02-02 18:00:00
2643,53,2026-02-05,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-05 01:56:47
2644,53,2026-02-13,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-02-13 03:51:46
2645,53,2026-02-14,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-02-14 14:02:19
2646,53,2026-02-16,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-02-16 22:29:01
2647,53,2026-02-19,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-19 12:07:34
2648,53,2026-02-23,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-23 19:26:32
2649,53,2026-03-02,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-03-02 14:51:52
2650,53,2026-03-07,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-03-07 23:18:53
2651,53,2026-03-16,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-16 05:54:57
2652,53,2026-03-29,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-29 06:00:40
2653,53,2026-04-02,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-02 05:04:47
2654,53,2026-04-07,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-04-07 21:24:54
2655,53,2026-04-10,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-04-10 13:00:00
2656,53,2026-04-11,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-04-11 18:14:20
2657,53,2026-04-16,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-04-16 10:17:05
2658,53,2026-04-18,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-18 20:49:28
2659,53,2026-04-18,Low,1,Feeling fully alert and rested.,Layover,2026-04-18 15:00:00
2660,53,2026-04-22,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-04-22 15:25:07
2661,53,2026-04-27,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-04-27 12:05:37
2662,53,2026-05-06,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-05-06 02:18:52
2663,53,2026-05-10,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-10 04:59:34
2664,53,2026-05-12,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-12 01:50:37
2665,53,2026-05-15,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-05-15 05:35:16
2666,53,2026-05-15,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-05-15 10:00:00
2667,53,2026-05-17,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-17 22:34:49
2668,53,2026-05-18,Moderate,4,Feeling the effects of the long duty day.,Layover,2026-05-18 17:00:00
2669,53,2026-05-21,High,6,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-05-21 09:11:23
2670,53,2026-05-24,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-05-24 11:14:44
2671,53,2026-05-26,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-27 00:10:38
2672,53,2026-05-26,Mild,3,"Minor drowsiness, manageable.",Scheduled Check-in,2026-05-26 14:00:00
2673,53,2026-05-27,Low,2,"No fatigue concerns, ready for duty.",Scheduled Check-in,2026-05-27 17:00:00
2674,53,2026-05-30,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-05-30 07:18:53
2675,53,2026-06-06,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-06 01:46:37
2676,53,2026-06-08,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-06-08 20:23:44
2677,53,2026-06-12,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-12 11:00:12
2678,53,2026-06-16,Low,1,"Well rested, good sleep last night.",Scheduled Check-in,2026-06-16 09:00:00
2679,53,2026-06-19,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-19 01:48:39
2680,53,2026-06-22,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-06-22 00:45:11
2681,53,2026-06-24,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-24 15:27:18
2682,53,2026-06-26,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-06-26 18:01:13
2683,53,2026-06-30,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-06-30 02:53:09
2684,54,2026-01-12,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-01-12 02:15:38
2685,54,2026-01-17,Severe,7,"Fighting to stay awake, flagged to scheduling.",Post-Flight,2026-01-18 00:05:13
2686,54,2026-01-19,Low,1,"No fatigue concerns, ready for duty.",Layover,2026-01-19 07:00:00
2687,54,2026-02-05,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-02-05 09:19:56
2688,54,2026-02-13,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-02-13 02:45:51
2689,54,2026-02-14,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-02-14 15:34:02
2690,54,2026-02-18,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-18 12:51:15
2691,54,2026-02-21,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-02-21 18:00:00
2692,54,2026-02-25,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-25 08:48:52
2693,54,2026-03-04,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-03-04 23:59:58
2694,54,2026-03-08,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-08 18:19:37
2695,54,2026-03-11,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-03-11 03:07:04
2696,54,2026-03-19,Severe,7,"Critical fatigue level, requested crew rest protocol review.",Post-Flight,2026-03-19 02:35:23
2697,54,2026-03-22,Mild,3,Slightly tired but functioning normally.,Layover,2026-03-22 13:00:00
2698,54,2026-03-26,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-03-26 15:00:00
2699,54,2026-03-28,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-28 02:17:40
2700,54,2026-03-29,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-03-29 23:15:42
2701,54,2026-03-31,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-03-31 20:55:13
2702,54,2026-04-02,Low,2,Feeling fully alert and rested.,Scheduled Check-in,2026-04-02 11:00:00
2703,54,2026-04-04,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-04-04 14:40:14
2704,54,2026-04-08,Severe,7,"Fighting to stay awake, flagged to scheduling.",Pre-Flight,2026-04-09 00:31:48
2705,54,2026-04-10,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-04-10 23:54:45
2706,54,2026-04-16,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-04-16 15:47:30
2707,54,2026-04-18,Severe,7,"Critical fatigue level, requested crew rest protocol review.",Post-Flight,2026-04-18 22:31:44
2708,54,2026-04-26,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-04-26 02:00:25
2709,54,2026-04-30,High,6,Struggling to stay alert during cruise.,Post-Flight,2026-04-30 01:52:05
2710,54,2026-05-03,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-03 02:13:35
2711,54,2026-05-04,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-04 21:30:23
2712,54,2026-05-04,Moderate,4,"Noticeable fatigue, functioning with some effort.",Scheduled Check-in,2026-05-04 18:00:00
2713,54,2026-05-07,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-05-07 21:25:13
2714,54,2026-05-08,Low,1,Feeling fully alert and rested.,Layover,2026-05-08 10:00:00
2715,54,2026-05-11,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-05-11 16:12:33
2716,54,2026-05-15,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-05-15 15:51:53
2717,54,2026-05-22,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-05-22 04:10:47
2718,54,2026-05-26,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-05-26 07:27:50
2719,54,2026-05-29,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-05-29 11:16:53
2720,54,2026-06-01,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-06-01 21:54:13
2721,54,2026-06-05,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-06-05 07:47:42
2722,54,2026-06-11,High,5,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-11 11:19:28
2723,54,2026-06-14,High,5,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-14 19:19:22
2724,54,2026-06-19,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-06-19 10:31:36
2725,54,2026-06-22,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-06-22 18:44:44
2726,54,2026-06-22,Mild,3,Slightly tired but functioning normally.,Scheduled Check-in,2026-06-22 10:00:00
2727,54,2026-06-25,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-06-25 07:00:00
2728,54,2026-06-27,High,6,"Significant fatigue, concentration is difficult.",Pre-Flight,2026-06-27 00:47:46
2729,54,2026-06-29,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-06-29 22:08:10
2730,54,2026-07-02,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-07-02 04:03:01
2731,55,2026-01-08,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-08 23:56:42
2732,55,2026-01-10,Low,2,Feeling fully alert and rested.,Layover,2026-01-10 07:00:00
2733,55,2026-01-11,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-01-11 07:40:19
2734,55,2026-01-13,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-01-13 19:44:48
2735,55,2026-01-16,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-01-16 22:06:59
2736,55,2026-01-18,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-01-18 16:20:03
2737,55,2026-01-18,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-01-18 11:00:00
2738,55,2026-01-22,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-01-22 07:01:29
2739,55,2026-01-25,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-01-25 12:35:06
2740,55,2026-02-01,Low,2,Feeling fully alert and rested.,Post-Flight,2026-02-01 12:06:39
2741,55,2026-02-04,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-02-04 07:07:50
2742,55,2026-02-06,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-02-06 02:00:54
2743,55,2026-02-08,Low,1,"Well rested, good sleep last night.",Layover,2026-02-08 07:00:00
2744,55,2026-02-13,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-13 18:40:13
2745,55,2026-02-16,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-02-16 19:37:05
2746,55,2026-02-21,High,6,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-02-21 11:56:06
2747,55,2026-02-24,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-02-24 15:20:09
2748,55,2026-02-27,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-02-28 00:20:28
2749,55,2026-03-03,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-03 01:53:44
2750,55,2026-03-07,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-07 05:06:07
2751,55,2026-03-08,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-08 17:04:47
2752,55,2026-03-12,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-12 08:22:36
2753,55,2026-03-16,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-03-16 08:33:39
2754,55,2026-03-22,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-03-22 01:57:19
2755,55,2026-03-31,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-03-31 11:53:03
2756,55,2026-04-08,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-08 10:15:07
2757,55,2026-04-10,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-04-11 00:18:26
2758,55,2026-04-17,High,5,"Fatigue impacting performance, requested extra rest.",Post-Flight,2026-04-17 11:31:01
2759,55,2026-04-23,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-04-24 00:01:30
2760,55,2026-04-26,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-04-26 11:00:00
2761,55,2026-04-27,High,6,Struggling to stay alert during cruise.,Pre-Flight,2026-04-27 23:46:35
2762,55,2026-05-03,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-05-04 00:51:24
2763,55,2026-05-03,Low,1,Feeling fully alert and rested.,Scheduled Check-in,2026-05-03 15:00:00
2764,55,2026-05-05,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-05 14:48:44
2765,55,2026-05-08,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-08 02:09:28
2766,55,2026-05-11,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-05-11 14:36:03
2767,55,2026-05-14,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-05-14 03:03:15
2768,55,2026-05-14,Mild,3,"Minor drowsiness, manageable.",Layover,2026-05-14 12:00:00
2769,55,2026-05-17,High,5,Struggling to stay alert during cruise.,Post-Flight,2026-05-17 17:28:14
2770,55,2026-05-30,Moderate,4,Reduced alertness after multiple sectors.,Post-Flight,2026-05-30 19:20:26
2771,55,2026-06-02,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-02 22:46:25
2772,55,2026-06-07,High,5,"Fatigue impacting performance, requested extra rest.",Pre-Flight,2026-06-07 08:12:49
2773,55,2026-06-11,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-11 01:19:09
2774,55,2026-06-15,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-06-15 12:49:14
2775,55,2026-06-18,High,6,"Significant fatigue, concentration is difficult.",Post-Flight,2026-06-19 00:41:15
2776,55,2026-06-20,Low,2,Feeling fully alert and rested.,Layover,2026-06-20 16:00:00
2777,55,2026-06-21,Moderate,4,"Noticeable fatigue, functioning with some effort.",Post-Flight,2026-06-21 07:58:04
2778,55,2026-06-23,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-06-23 20:13:19
2779,55,2026-06-27,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-06-27 16:50:30
2780,55,2026-06-30,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-06-30 20:00:00
2781,55,2026-07-03,Low,2,"No fatigue concerns, ready for duty.",Layover,2026-07-03 14:00:00
2782,56,2026-01-06,Mild,3,A bit sluggish after early report time.,Layover,2026-01-06 08:00:00
2783,56,2026-01-07,Mild,3,"Minor drowsiness, manageable.",Layover,2026-01-07 18:00:00
2784,56,2026-01-09,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-01-09 01:19:47
2785,56,2026-01-16,Mild,3,Slightly tired but functioning normally.,Pre-Flight,2026-01-16 08:01:22
2786,56,2026-01-20,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-20 05:07:17
2787,56,2026-01-22,Low,2,"No fatigue concerns, ready for duty.",Post-Flight,2026-01-22 04:55:14
2788,56,2026-01-24,Mild,3,Slightly tired but functioning normally.,Layover,2026-01-24 08:00:00
2789,56,2026-01-25,Moderate,4,"Noticeable fatigue, functioning with some effort.",Pre-Flight,2026-01-25 21:50:30
2790,56,2026-01-29,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-01-29 07:50:10
2791,56,2026-01-30,Low,2,Feeling fully alert and rested.,Post-Flight,2026-01-30 20:53:44
2792,56,2026-02-02,Moderate,4,Feeling the effects of the long duty day.,Post-Flight,2026-02-02 21:06:24
2793,56,2026-02-05,Moderate,4,Reduced alertness after multiple sectors.,Pre-Flight,2026-02-05 07:52:09
2794,56,2026-02-13,Mild,3,"Minor drowsiness, manageable.",Post-Flight,2026-02-13 18:31:04
2795,56,2026-02-13,Low,2,"Well rested, good sleep last night.",Scheduled Check-in,2026-02-13 20:00:00
2796,56,2026-02-23,Low,1,"Well rested, good sleep last night.",Post-Flight,2026-02-23 16:00:34
2797,56,2026-02-26,High,5,Struggling to stay alert during cruise.,Pre-Flight,2026-02-26 12:16:28
2798,56,2026-02-28,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-02-28 18:50:26
2799,56,2026-03-02,Mild,3,A bit sluggish after early report time.,Pre-Flight,2026-03-02 22:01:18
2800,56,2026-03-06,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-03-06 21:22:56
2801,56,2026-03-21,Low,1,Feeling fully alert and rested.,Pre-Flight,2026-03-21 03:40:48
2802,56,2026-03-26,Mild,3,Slightly tired but functioning normally.,Post-Flight,2026-03-26 19:06:30
2803,56,2026-03-28,Mild,3,A bit sluggish after early report time.,Scheduled Check-in,2026-03-28 09:00:00
2804,56,2026-03-29,Mild,3,A bit sluggish after early report time.,Post-Flight,2026-03-29 02:51:31
2805,56,2026-03-30,Mild,3,"Minor drowsiness, manageable.",Pre-Flight,2026-03-30 22:42:43
2806,56,2026-04-03,Low,2,"Well rested, good sleep last night.",Post-Flight,2026-04-03 21:03:36
2807,56,2026-04-08,Moderate,4,Feeling the effects of the long duty day.,Pre-Flight,2026-04-08 08:44:44
